"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2017","Iceland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","13",""
"2017","Iceland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Iceland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","58",""
"2017","Iceland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","85",""
"2017","Iceland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Norway","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","21",""
"2017","Norway","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","Norway","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","51",""
"2017","Norway","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","77",""
"2017","Norway","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0",""
"2017","Switzerland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","17","b"
"2017","Switzerland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","33","b"
"2017","Switzerland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","43","b"
"2017","Switzerland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","76","b"
"2017","Switzerland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","b"
"2017","United Kingdom","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","United Kingdom","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","United Kingdom","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","46",""
"2017","United Kingdom","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","71",""
"2017","United Kingdom","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Montenegro","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2017","Montenegro","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","35",""
"2017","Montenegro","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","14",""
"2017","Montenegro","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2017","Montenegro","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","North Macedonia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","42",""
"2017","North Macedonia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","North Macedonia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","12",""
"2017","North Macedonia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2017","North Macedonia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Albania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Albania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Albania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Albania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Albania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Serbia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Serbia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","Serbia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2017","Serbia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","39",""
"2017","Serbia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Turkey","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","30",""
"2017","Turkey","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","15",""
"2017","Turkey","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","Turkey","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","34",""
"2017","Turkey","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Bosnia and Herzegovina","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Bosnia and Herzegovina","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Bosnia and Herzegovina","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Bosnia and Herzegovina","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Bosnia and Herzegovina","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","62",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","16",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","5",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","European Union - 27 countries (from 2020)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2019","European Union - 27 countries (from 2020)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","European Union - 27 countries (from 2020)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","European Union - 27 countries (from 2020)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","56",""
"2019","European Union - 27 countries (from 2020)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","European Union - 28 countries (2013-2020)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2019","European Union - 28 countries (2013-2020)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","European Union - 28 countries (2013-2020)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","33",""
"2019","European Union - 28 countries (2013-2020)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","58",""
"2019","European Union - 28 countries (2013-2020)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","European Union - 27 countries (2007-2013)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 27 countries (2007-2013)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 27 countries (2007-2013)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 27 countries (2007-2013)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 27 countries (2007-2013)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 15 countries (1995-2004)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 15 countries (1995-2004)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 15 countries (1995-2004)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 15 countries (1995-2004)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","European Union - 15 countries (1995-2004)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","33",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","59",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Belgium","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2019","Belgium","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Belgium","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","34",""
"2019","Belgium","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","61",""
"2019","Belgium","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Bulgaria","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","38",""
"2019","Bulgaria","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2019","Bulgaria","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","11",""
"2019","Bulgaria","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2019","Bulgaria","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Czechia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24","b"
"2019","Czechia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","36","b"
"2019","Czechia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","26","b"
"2019","Czechia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","62","b"
"2019","Czechia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","b"
"2019","Denmark","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Denmark","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Denmark","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","49",""
"2019","Denmark","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","70",""
"2019","Denmark","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Germany (until 1990 former territory of the FRG)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2019","Germany (until 1990 former territory of the FRG)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Germany (until 1990 former territory of the FRG)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","39",""
"2019","Germany (until 1990 former territory of the FRG)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","70",""
"2019","Germany (until 1990 former territory of the FRG)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Estonia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2019","Estonia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","Estonia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","37",""
"2019","Estonia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","62",""
"2019","Estonia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Ireland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","36",""
"2019","Ireland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2019","Ireland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","34",""
"2019","Ireland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","53",""
"2019","Ireland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Greece","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Greece","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Greece","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","23",""
"2019","Greece","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","51",""
"2019","Greece","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Spain","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Spain","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Spain","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","36",""
"2019","Spain","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2019","Spain","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","2",""
"2019","France","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","32",""
"2019","France","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2019","France","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","France","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2019","France","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Croatia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","26",""
"2019","Croatia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2019","Croatia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","35",""
"2019","Croatia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","53",""
"2019","Croatia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Italy","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","32","b"
"2019","Italy","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19","b"
"2019","Italy","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","22","b"
"2019","Italy","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","42","b"
"2019","Italy","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","3","b"
"2019","Cyprus","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","41",""
"2019","Cyprus","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2019","Cyprus","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","Cyprus","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","45",""
"2019","Cyprus","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Latvia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","42","b"
"2019","Latvia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19","b"
"2019","Latvia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","24","b"
"2019","Latvia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","43","b"
"2019","Latvia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","b"
"2019","Lithuania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","Lithuania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Lithuania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2019","Lithuania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","56",""
"2019","Lithuania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Luxembourg","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","30","b"
"2019","Luxembourg","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","29","b"
"2019","Luxembourg","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","36","b"
"2019","Luxembourg","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","65","b"
"2019","Luxembourg","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","2","b"
"2019","Hungary","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Hungary","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","23",""
"2019","Hungary","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","Hungary","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","49",""
"2019","Hungary","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Malta","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2019","Malta","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2019","Malta","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","38",""
"2019","Malta","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","56",""
"2019","Malta","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Netherlands","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","16",""
"2019","Netherlands","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","30",""
"2019","Netherlands","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2019","Netherlands","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","79",""
"2019","Netherlands","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Austria","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Austria","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2019","Austria","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","39",""
"2019","Austria","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","66",""
"2019","Austria","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Poland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","35",""
"2019","Poland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","23",""
"2019","Poland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Poland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","44",""
"2019","Poland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Portugal","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2019","Portugal","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2019","Portugal","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2019","Portugal","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","52",""
"2019","Portugal","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Romania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","43",""
"2019","Romania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Romania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","10",""
"2019","Romania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Romania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2019","Slovenia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2019","Slovenia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Slovenia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Slovenia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2019","Slovenia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Slovakia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2019","Slovakia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Slovakia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2019","Slovakia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","54",""
"2019","Slovakia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Finland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","19",""
"2019","Finland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2019","Finland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2019","Finland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","76",""
"2019","Finland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Sweden","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24","u"
"2019","Sweden","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26","u"
"2019","Sweden","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","46","u"
"2019","Sweden","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","72","u"
"2019","Sweden","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","u"
"2019","Iceland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","13",""
"2019","Iceland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Iceland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","62",""
"2019","Iceland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","85",""
"2019","Iceland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Norway","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","16",""
"2019","Norway","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Norway","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","51",""
"2019","Norway","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","83",""
"2019","Norway","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Switzerland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","19","b"
"2019","Switzerland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27","b"
"2019","Switzerland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","49","b"
"2019","Switzerland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","77","b"
"2019","Switzerland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","b"
"2019","United Kingdom","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","20",""
"2019","United Kingdom","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2019","United Kingdom","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","49",""
"2019","United Kingdom","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","74",""
"2019","United Kingdom","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Montenegro","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":","u"
"2019","Montenegro","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2019","Montenegro","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2019","Montenegro","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2019","Montenegro","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":","u"
"2019","North Macedonia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","50",""
"2019","North Macedonia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","16",""
"2019","North Macedonia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","15",""
"2019","North Macedonia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2019","North Macedonia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Albania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","47",""
"2019","Albania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","14",""
"2019","Albania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","7",""
"2019","Albania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2019","Albania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Serbia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","31",""
"2019","Serbia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2019","Serbia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2019","Serbia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","46",""
"2019","Serbia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Turkey","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","37",""
"2019","Turkey","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","12",""
"2019","Turkey","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Turkey","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","36",""
"2019","Turkey","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2019","Bosnia and Herzegovina","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","46",""
"2019","Bosnia and Herzegovina","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","16",""
"2019","Bosnia and Herzegovina","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","8",""
"2019","Bosnia and Herzegovina","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2019","Bosnia and Herzegovina","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","59",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","13",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","14",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","4",""
